Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Buy Bo : Current,Custom_SKU,Match,Google_Search_Link,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"Kate Spade New York Insulated Lunch Tote, Small Lunch Cooler, Cute Lunch Bag for Women, Thermal Bag with Double Zipper Close and Carrying Handle, Gold Dot with Script",2427.0,2416.0,29.95,172.0,29.95,$34.95 ,,-,0.0,B09N9W8KT6,0825466141506,825466141506,B08XMSXY1Y,Kate Spade New York,yes,,GB825466141506,N,https://www.google.com/search?q=825466141506+Kate+Spade+New+York+Insulated+Lunch+Tote%2C+Small+Lunch+Cooler%2C+Cute+Lunch+Bag+for+Women%2C+Thermal+Bag+with+Double+Zipper+Close+and+Carrying+Handle%2C+Gold+Dot+with+Script&tbm=shop,https://www.amazon.com/dp/B09N9W8KT6?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Insulated Lunch Tote, Small Lunch Cooler, Cute Lunch Bag for Women, Blue Thermal Bag with Double Zipper Close and Carrying Handle, Joy Dot",2400.0,2389.0,,,,$34.95 ,,-,,B0B4YFBLX6,0825466152977,825466152977,B08XMSXY1Y,Kate Spade New York,yes,,GB825466152977,Y,https://www.google.com/search?q=825466152977+Kate+Spade+New+York+Insulated+Lunch+Tote%2C+Small+Lunch+Cooler%2C+Cute+Lunch+Bag+for+Women%2C+Blue+Thermal+Bag+with+Double+Zipper+Close+and+Carrying+Handle%2C+Joy+Dot&tbm=shop,https://www.amazon.com/dp/B0B4YFBLX6?psc=1,"https://www.google.com/shopping/product/382015446572892194/offers?q=825466152977&prds=cid:382015446572892194,cond:1",Not Found,,,,,N
"Kate Spade New York Cute Lunch Bag for Women, Large Capacity Lunch Tote, Blue Adult Lunch Box with Silver Thermal Insulated Interior Lining and Storage Pocket, Flower Bed",2408.0,2405.0,34.95,84.0,34.95,$34.95 ,,-,0.0,B0BNP1ZH7T,0825466161566,825466161566,B08XMSXY1Y,Kate Spade New York,yes,,GB825466161566,Y,https://www.google.com/search?q=825466161566+Kate+Spade+New+York+Cute+Lunch+Bag+for+Women%2C+Large+Capacity+Lunch+Tote%2C+Blue+Adult+Lunch+Box+with+Silver+Thermal+Insulated+Interior+Lining+and+Storage+Pocket%2C+Flower+Bed&tbm=shop,https://www.amazon.com/dp/B0BNP1ZH7T?psc=1,"https://www.google.com/shopping/product/11061708861976899347/offers?q=825466161566&prds=cid:11061708861976899347,cond:1",Not Found,,,,,N
"Kate Spade New York Cute Lunch Bag for Women, Large Capacity Lunch Tote, Adult Lunch Box with Silver Thermal Insulated Interior Lining and Storage Pocket, Candy Stripe",2431.0,2397.0,34.95,67.0,34.95,$34.95 ,,-,0.0,B08LP3FW6R,0825466122246,825466122246,B08XMSXY1Y,Kate Spade New York,yes,,GB825466122246,N,https://www.google.com/search?q=825466122246+Kate+Spade+New+York+Cute+Lunch+Bag+for+Women%2C+Large+Capacity+Lunch+Tote%2C+Adult+Lunch+Box+with+Silver+Thermal+Insulated+Interior+Lining+and+Storage+Pocket%2C+Candy+Stripe&tbm=shop,https://www.amazon.com/dp/B08LP3FW6R?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Cute Lunch Bag for Women, Large Capacity Lunch Tote, Adult Lunch Box with Silver Thermal Insulated Interior Lining and Storage Pocket, Spring Plaid",2401.0,2395.0,34.95,89.0,34.95,$34.95 ,,-,0.0,B0BNP1KGTJ,0825466161573,825466161573,B08XMSXY1Y,Kate Spade New York,yes,,GB825466161573,N,https://www.google.com/search?q=825466161573+Kate+Spade+New+York+Cute+Lunch+Bag+for+Women%2C+Large+Capacity+Lunch+Tote%2C+Adult+Lunch+Box+with+Silver+Thermal+Insulated+Interior+Lining+and+Storage+Pocket%2C+Spring+Plaid&tbm=shop,https://www.amazon.com/dp/B0BNP1KGTJ?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Cute Lunch Bag for Women, Large Capacity Lunch Tote, Adult Lunch Box with Silver Thermal Insulated Interior Lining and Storage Pocket, Floral Garden",2375.0,2381.0,34.95,499.0,34.95,$34.95 ,$34.95 ,-,0.0,B09N9WFPC5,0825466141995,825466141995,B08XMSXY1Y,Kate Spade New York,yes,,GB825466141995,Y,https://www.google.com/search?q=825466141995+Kate+Spade+New+York+Cute+Lunch+Bag+for+Women%2C+Large+Capacity+Lunch+Tote%2C+Adult+Lunch+Box+with+Silver+Thermal+Insulated+Interior+Lining+and+Storage+Pocket%2C+Floral+Garden&tbm=shop,https://www.amazon.com/dp/B09N9WFPC5?psc=1,"https://www.google.com/shopping/product/14433683513378028357/offers?q=825466141995&prds=cid:14433683513378028357,cond:1",Not Found,,,,,N
"Kate Spade New York Cute Lunch Bag for Women, Large Capacity Lunch Tote, Pink Adult Lunch Box with Silver Thermal Insulated Interior Lining and Storage Pocket, Lemon Toss",2414.0,2392.0,34.95,242.0,34.95,$34.95 ,$34.95 ,-,0.0,B0BNP2LTJS,0825466161689,825466161689,B08XMSXY1Y,Kate Spade New York,yes,,GB825466161689,Y,https://www.google.com/search?q=825466161689+Kate+Spade+New+York+Cute+Lunch+Bag+for+Women%2C+Large+Capacity+Lunch+Tote%2C+Pink+Adult+Lunch+Box+with+Silver+Thermal+Insulated+Interior+Lining+and+Storage+Pocket%2C+Lemon+Toss&tbm=shop,https://www.amazon.com/dp/B0BNP2LTJS?psc=1,"https://www.google.com/shopping/product/11061708861976899347/offers?q=825466161689&prds=cid:11061708861976899347,cond:1",Not Found,,,,,N
"Kate Spade New York Cute Lunch Bag for Women, Large Capacity Lunch Tote, Adult Lunch Box with Silver Thermal Insulated Interior Lining and Storage Pocket, Rise and Shine",2409.0,2386.0,34.95,118.0,34.95,$34.95 ,,-,0.0,B0C543LNTD,0825466163690,825466163690,B08XMSXY1Y,Kate Spade New York,yes,,GB825466163690,Y,https://www.google.com/search?q=825466163690+Kate+Spade+New+York+Cute+Lunch+Bag+for+Women%2C+Large+Capacity+Lunch+Tote%2C+Adult+Lunch+Box+with+Silver+Thermal+Insulated+Interior+Lining+and+Storage+Pocket%2C+Rise+and+Shine&tbm=shop,https://www.amazon.com/dp/B0C543LNTD?psc=1,"https://www.google.com/shopping/product/6662433328296668183/offers?q=825466163690&prds=cid:6662433328296668183,cond:1",Zola,34.99,59.48,66.13,,N
"Kate Spade New York Cute Lunch Bag for Women, Large Capacity Lunch Tote, Adult Lunch Box with Silver Thermal Insulated Interior Lining and Storage Pocket (Modern Leopard)",2366.0,2393.0,34.95,122.0,34.95,$34.95 ,$82.05 ,ANZYNJW9IIF9C,1.0,B0CCSV2Z62,0825466164642,825466164642,B08XMSXY1Y,Kate Spade New York,yes,,GB825466164642,Y,https://www.google.com/search?q=825466164642+Kate+Spade+New+York+Cute+Lunch+Bag+for+Women%2C+Large+Capacity+Lunch+Tote%2C+Adult+Lunch+Box+with+Silver+Thermal+Insulated+Interior+Lining+and+Storage+Pocket+%28Modern+Leopard%29&tbm=shop,https://www.amazon.com/dp/B0CCSV2Z62?psc=1,"https://www.google.com/shopping/product/11061708861976899347/offers?q=825466164642&prds=cid:11061708861976899347,cond:1",Not Found,,,,,N
"Kate Spade New York Insulated Lunch Tote, Small Lunch Cooler, Cute Lunch Bag for Women, Pink Thermal Bag with Double Zipper Close and Carrying Handle, Blush Rugby Stripe",8774.0,7201.0,29.95,66.0,29.95,$57.28 ,,-,0.0,B074PH7YMC,0825466948686,825466948686,B092GDH4J4,Kate Spade New York,yes,,GB825466948686,Y,https://www.google.com/search?q=825466948686+Kate+Spade+New+York+Insulated+Lunch+Tote%2C+Small+Lunch+Cooler%2C+Cute+Lunch+Bag+for+Women%2C+Pink+Thermal+Bag+with+Double+Zipper+Close+and+Carrying+Handle%2C+Blush+Rugby+Stripe&tbm=shop,https://www.amazon.com/dp/B074PH7YMC?psc=1,"https://www.google.com/shopping/product/693636317376982873/offers?q=825466948686&prds=cid:693636317376982873,cond:1",Bon + Co Party Studio,40.0,68.0,75.6,,N
"Kate Spade New York Insulated Lunch Tote, Small Lunch Cooler, Cute Lunch Bag for Women, Thermal Bag with Double Zipper Close and Carrying Handle, Floral",8835.0,7160.0,30.0,110.0,29.97,$34.00 ,$43.68 ,A2Y17OL1MEQNKQ,1.0,B07DD2GH76,0825466965386,825466965386,B092GDH4J4,Kate Spade New York,yes,,GB825466965386,Y,https://www.google.com/search?q=825466965386+Kate+Spade+New+York+Insulated+Lunch+Tote%2C+Small+Lunch+Cooler%2C+Cute+Lunch+Bag+for+Women%2C+Thermal+Bag+with+Double+Zipper+Close+and+Carrying+Handle%2C+Floral&tbm=shop,https://www.amazon.com/dp/B07DD2GH76?psc=1,"https://www.google.com/shopping/product/14433683513378028357/offers?q=825466965386&prds=cid:14433683513378028357,cond:1",Not Found,,,,,N
"Kate Spade New York Insulated Lunch Tote, Small Lunch Cooler, Cute Lunch Bag for Women, Thermal Bag with Double Zipper Close and Carrying Handle, Spring Plaid",8933.0,7168.0,29.95,5.0,29.94,$45.00 ,$44.05 ,A1CW2OWJ4LOFSP,2.0,B09NCB43SS,0825466142008,825466142008,B092GDH4J4,Kate Spade New York,yes,,GB825466142008,N,https://www.google.com/search?q=825466142008+Kate+Spade+New+York+Insulated+Lunch+Tote%2C+Small+Lunch+Cooler%2C+Cute+Lunch+Bag+for+Women%2C+Thermal+Bag+with+Double+Zipper+Close+and+Carrying+Handle%2C+Spring+Plaid&tbm=shop,https://www.amazon.com/dp/B09NCB43SS?psc=1,,,,,,,N
"Kate Spade New York Large College Ruled Notebook, 11"" x 9.5"" Spiral Notebook with 160 Pages, Rise and Shine",20011.0,18140.0,18.95,80.0,18.95,$18.95 ,,-,0.0,B0C9FQ8JZ9,0825466163706,825466163706,B092B3BZPQ,Kate Spade New York,yes,,GB825466163706,Y,https://www.google.com/search?q=825466163706+Kate+Spade+New+York+Large+College+Ruled+Notebook%2C+11%22+x+9.5%22+Spiral+Notebook+with+160+Pages%2C+Rise+and+Shine&tbm=shop,https://www.amazon.com/dp/B0C9FQ8JZ9?psc=1,"https://www.google.com/shopping/product/14493195464759571292/offers?q=825466163706&prds=cid:14493195464759571292,cond:1",Zola,18.99,32.28,35.89,,N
"Kate Spade New York Large College Ruled Notebook, 11"" x 9.5"" Spiral Notebook with 160 Pages, Modern Leopard",20810.0,18437.0,18.95,53.0,18.95,$18.95 ,,-,0.0,B0CDHMCGM8,0825466164390,825466164390,B092B3BZPQ,Kate Spade New York,yes,,GB825466164390,Y,https://www.google.com/search?q=825466164390+Kate+Spade+New+York+Large+College+Ruled+Notebook%2C+11%22+x+9.5%22+Spiral+Notebook+with+160+Pages%2C+Modern+Leopard&tbm=shop,https://www.amazon.com/dp/B0CDHMCGM8?psc=1,"https://www.google.com/shopping/product/8132581338439501752/offers?q=825466164390&prds=cid:8132581338439501752,cond:1",Not Found,,,,,N
"Kate Spade New York Large College Ruled Notebook, 11"" x 9.5"" Leopard Print Spiral Notebook with 160 Pages, Forest Feline",19619.0,18022.0,18.95,261.0,18.95,$18.95 ,,-,0.0,B098XWVGMP,0825466128064,825466128064,B092B3BZPQ,Kate Spade New York,yes,,GB825466128064,N,https://www.google.com/search?q=825466128064+Kate+Spade+New+York+Large+College+Ruled+Notebook%2C+11%22+x+9.5%22+Leopard+Print+Spiral+Notebook+with+160+Pages%2C+Forest+Feline&tbm=shop,https://www.amazon.com/dp/B098XWVGMP?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Striped Clipboard Folio with Low Profile Clip, Professional Padfolio Includes Lined Notepad, Pen Loop, and Pocket, Enchanted Stripe",13372.0,12659.0,,,39.0,$50.00 ,$45.00 ,"A4ACPN6V4Z5AW, A302A2L4QHAVOL",2.0,B08DLBVV5N,0825466113763,825466113763,B0B4XC6WM3,Kate Spade New York,yes,,GB825466113763,Y,https://www.google.com/search?q=825466113763+Kate+Spade+New+York+Striped+Clipboard+Folio+with+Low+Profile+Clip%2C+Professional+Padfolio+Includes+Lined+Notepad%2C+Pen+Loop%2C+and+Pocket%2C+Enchanted+Stripe&tbm=shop,https://www.amazon.com/dp/B08DLBVV5N?psc=1,"https://www.google.com/shopping/product/6237123365945847144/offers?q=825466113763&prds=cid:6237123365945847144,cond:1",The Paper Store,31.95,54.31,60.39,,N
"Kate Spade New York Clipboard Folio with Low Profile Clip, Professional Padfolio Includes Lined Notepad, Pen Loop, and Pocket, Adventure Stripe",13347.0,12717.0,21.95,78.0,21.95,$21.95 ,,-,0.0,B0C5427P6Z,0825466165274,825466165274,B0B4XC6WM3,Kate Spade New York,yes,,GB825466165274,Y,https://www.google.com/search?q=825466165274+Kate+Spade+New+York+Clipboard+Folio+with+Low+Profile+Clip%2C+Professional+Padfolio+Includes+Lined+Notepad%2C+Pen+Loop%2C+and+Pocket%2C+Adventure+Stripe&tbm=shop,https://www.amazon.com/dp/B0C5427P6Z?psc=1,"https://www.google.com/shopping/product/6237123365945847144/offers?q=825466165274&prds=cid:6237123365945847144,cond:1",Temptation Gifts,48.05,81.68,90.81,,N
"Kate Spade New York Large College Ruled Notebook, 11"" x 9.5"" Spiral Notebook with 160 Pages, Mini Golf",21047.0,18388.0,18.95,47.0,18.95,$18.95 ,,-,0.0,B0CP6J66CR,0825466170995,825466170995,B092B3BZPQ,Kate Spade New York,yes,,GB825466170995,Y,https://www.google.com/search?q=825466170995+Kate+Spade+New+York+Large+College+Ruled+Notebook%2C+11%22+x+9.5%22+Spiral+Notebook+with+160+Pages%2C+Mini+Golf&tbm=shop,https://www.amazon.com/dp/B0CP6J66CR?psc=1,"https://www.google.com/shopping/product/16333501835855218030/offers?q=825466170995&prds=cid:16333501835855218030,cond:1",The Paper Store,28.95,49.21,54.72,,N
"Kate Spade New York Clipboard Folio with Low Profile Clip, Black Professional Padfolio Includes Lined Notepad, Pen Loop, and Pocket, Polka Dots",13328.0,12615.0,21.95,138.0,21.95,$21.95 ,,-,0.0,B08L5H2QLZ,0825466121010,825466121010,B0B4XC6WM3,Kate Spade New York,yes,,GB825466121010,N,https://www.google.com/search?q=825466121010+Kate+Spade+New+York+Clipboard+Folio+with+Low+Profile+Clip%2C+Black+Professional+Padfolio+Includes+Lined+Notepad%2C+Pen+Loop%2C+and+Pocket%2C+Polka+Dots&tbm=shop,https://www.amazon.com/dp/B08L5H2QLZ?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Clipboard Folio with Low Profile Clip, Professional Padfolio Includes Lined Notepad, Pen Loop, and Pocket, Fall Floral",13332.0,12644.0,21.95,83.0,21.95,$21.95 ,,-,0.0,B098R1D2PY,0825466128040,825466128040,B0B4XC6WM3,Kate Spade New York,yes,,GB825466128040,Y,https://www.google.com/search?q=825466128040+Kate+Spade+New+York+Clipboard+Folio+with+Low+Profile+Clip%2C+Professional+Padfolio+Includes+Lined+Notepad%2C+Pen+Loop%2C+and+Pocket%2C+Fall+Floral&tbm=shop,https://www.amazon.com/dp/B098R1D2PY?psc=1,"https://www.google.com/shopping/product/11988183247751587932/offers?q=825466128040&prds=cid:11988183247751587932,cond:1",Barnes & Noble,29.95,50.91,56.61,,N
kate spade new york Protective Hardshell Case for iPhone 13 - Multi Floral,21176.0,18815.0,,,43.04,$52.44 ,$43.13 ,A30SZOTFBFPRP1,1.0,B09GL9PGTS,0191058137555,191058137555,,kate spade new york,no,,GB191058137555,Y,https://www.google.com/search?q=191058137555+kate+spade+new+york+Protective+Hardshell+Case+for+iPhone+13+-+Multi+Floral&tbm=shop,https://www.amazon.com/dp/B09GL9PGTS?psc=1,"https://www.google.com/shopping/product/1705425711401228139/offers?q=191058137555&prds=cid:1705425711401228139,cond:1",Not Found,,,,,N
"Kate Spade New York Id Badge Clip Key Chain, Multi Glitter",18110.0,25342.0,26.0,344.0,26.0,$85.90 ,,-,0.0,B01NBMXX09,0825466941922,825466941922,,Kate Spade New York,yes,,GB825466941922,N,https://www.google.com/search?q=825466941922+Kate+Spade+New+York+Id+Badge+Clip+Key+Chain%2C+Multi+Glitter&tbm=shop,https://www.amazon.com/dp/B01NBMXX09?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Metal Ink Pen Key Fob, Black Ink Ballpoint Keychain Pen, Candy Stripe",27909.0,26730.0,16.95,43.0,16.95,$16.95 ,,-,0.0,B08MB98VPF,0825466121331,825466121331,B08MB89VZL,Kate Spade New York,yes,,GB825466121331,Y,https://www.google.com/search?q=825466121331+Kate+Spade+New+York+Metal+Ink+Pen+Key+Fob%2C+Black+Ink+Ballpoint+Keychain+Pen%2C+Candy+Stripe&tbm=shop,https://www.amazon.com/dp/B08MB98VPF?psc=1,"https://www.google.com/shopping/product/14820595521118118875/offers?q=825466121331&prds=cid:14820595521118118875,cond:1",Not Found,,,,,N
"Kate Spade New York Metal Ink Pen with Stylus Tip, Black Ink Ballpoint Keychain Pen, Modern Leopard",27230.0,26379.0,17.95,96.0,17.95,$17.95 ,,-,0.0,B0CCYX8TBC,0825466168114,825466168114,B08MB89VZL,Kate Spade New York,yes,,GB825466168114,N,https://www.google.com/search?q=825466168114+Kate+Spade+New+York+Metal+Ink+Pen+with+Stylus+Tip%2C+Black+Ink+Ballpoint+Keychain+Pen%2C+Modern+Leopard&tbm=shop,https://www.amazon.com/dp/B0CCYX8TBC?psc=1,Not Found,Not Found,,,,,N
"kate spade new york Eau de Parfum Spray, 2 fl. oz.",19891.0,19420.0,78.0,1000.0,78.0,$78.00 ,,-,0.0,B08XD3GSJ7,3.38646E+12,,B092CYKWJD,Kate Spade,yes,,GBnan,N,https://www.google.com/search?q=nan+kate+spade+new+york+Eau+de+Parfum+Spray%2C+2+fl.+oz.&tbm=shop,https://www.amazon.com/dp/B08XD3GSJ7?psc=1,"https://www.google.com/shopping/product/4848855606482188840/offers?q=Unknown&prds=cid:4848855606482188840,cond:1",Scentsational,68.94,117.2,130.3,,N
"kate spade new york Kate Spade New York Eau de Parfum Spray 3.3 fl. oz, 3.3 fl. oz.",19904.0,19430.0,99.0,1000.0,99.0,$99.00 ,,-,0.0,B08XD52QKV,3.38646E+12,,B092CYKWJD,Kate Spade,yes,,GBnan,N,https://www.google.com/search?q=nan+kate+spade+new+york+Kate+Spade+New+York+Eau+de+Parfum+Spray+3.3+fl.+oz%2C+3.3+fl.+oz.&tbm=shop,https://www.amazon.com/dp/B08XD52QKV?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Cute Dog Collar, Gold Metal Buckle Dog Collar, 11.5"" to 15"" Adjustable Dog Collar for Female or Male Dogs, Stylish Dog Collar for Small and Medium Breeds (Red and Pink)",24967.0,24967.0,28.95,82.0,28.95,$28.95 ,$35.94 ,A2LDZGFAGG1QXE,1.0,B0CD2MZPM3,0825466167902,825466167902,B0CD2MYZ5W,Kate Spade New York,yes,,GB825466167902,Y,https://www.google.com/search?q=825466167902+Kate+Spade+New+York+Cute+Dog+Collar%2C+Gold+Metal+Buckle+Dog+Collar%2C+11.5%22+to+15%22+Adjustable+Dog+Collar+for+Female+or+Male+Dogs%2C+Stylish+Dog+Collar+for+Small+and+Medium+Breeds+%28Red+and+Pink%29&tbm=shop,https://www.amazon.com/dp/B0CD2MZPM3?psc=1,"https://www.google.com/shopping/product/1314696988481833570/offers?q=825466167902&prds=cid:1314696988481833570,cond:1",Chewy.com,33.9,57.63,64.07,,N
Kate Spade New York spade new york Protective Hardshell Case for iPhone 13 - Park Stripe,21389.0,18639.0,,,41.72,$58.79 ,$41.97 ,A30SZOTFBFPRP1,1.0,B09KBYNCPM,0191058137692,191058137692,,Kate Spade New York,no,,GB191058137692,Y,https://www.google.com/search?q=191058137692+Kate+Spade+New+York+spade+new+york+Protective+Hardshell+Case+for+iPhone+13+-+Park+Stripe&tbm=shop,https://www.amazon.com/dp/B09KBYNCPM?psc=1,"https://www.google.com/shopping/product/9955160096158660266/offers?q=191058137692&prds=cid:9955160096158660266,cond:1",Not Found,,,,,N
kate spade new york Protective Hardshell Case for iPhone 13 - Daisy Iridescent Foil,22121.0,18849.0,,,43.04,$53.76 ,$43.19 ,A30SZOTFBFPRP1,1.0,B09GLB3W56,0191058141934,191058141934,,Kate Spade New York,no,,GB191058141934,Y,https://www.google.com/search?q=191058141934+kate+spade+new+york+Protective+Hardshell+Case+for+iPhone+13+-+Daisy+Iridescent+Foil&tbm=shop,https://www.amazon.com/dp/B09GLB3W56?psc=1,"https://www.google.com/shopping/product/8940681656653279914/offers?q=191058141934&prds=cid:8940681656653279914,cond:1",Not Found,,,,,N
"Kate Spade New York Cute Dog Collar, Gold Metal Buckle Dog Collar, 15.5"" to 24"" Adjustable Dog Collar for Female or Male Dogs, Stylish Dog Collar for Medium and Large Breeds (Red and Pink)",28854.0,28872.0,28.95,49.0,28.95,$28.95 ,$35.94 ,A2LDZGFAGG1QXE,1.0,B0CD2NCH64,0825466164567,825466164567,B0CD2MYZ5W,Kate Spade New York,yes,,GB825466164567,Y,https://www.google.com/search?q=825466164567+Kate+Spade+New+York+Cute+Dog+Collar%2C+Gold+Metal+Buckle+Dog+Collar%2C+15.5%22+to+24%22+Adjustable+Dog+Collar+for+Female+or+Male+Dogs%2C+Stylish+Dog+Collar+for+Medium+and+Large+Breeds+%28Red+and+Pink%29&tbm=shop,https://www.amazon.com/dp/B0CD2NCH64?psc=1,"https://www.google.com/shopping/product/1314696988481833570/offers?q=825466164567&prds=cid:1314696988481833570,cond:1",Chewy.com,33.9,57.63,64.07,,N
"Kate Spade New York ID Badge Holder with Lanyard, Vegan Leather Slim Card Wallet, Name Tag Case for Work, School, or Travel (Picture Dot)",23366.0,25854.0,24.95,163.0,24.95,$24.95 ,,-,0.0,B0CHBQHVMZ,0825466164604,825466164604,B08XFYSBYT,Kate Spade New York,yes,,GB825466164604,N,https://www.google.com/search?q=825466164604+Kate+Spade+New+York+ID+Badge+Holder+with+Lanyard%2C+Vegan+Leather+Slim+Card+Wallet%2C+Name+Tag+Case+for+Work%2C+School%2C+or+Travel+%28Picture+Dot%29&tbm=shop,https://www.amazon.com/dp/B0CHBQHVMZ?psc=1,Not Found,Not Found,,,,,N
"Kate Spade Bridal Notebook, I Married Adventure, Black (177341)",21994.0,23329.0,,,32.97,$54.73 ,$32.97 ,AWBEWNWKW3C99,1.0,B01N39WS71,0825466942103,825466942103,B01N6WYA6G,Kate Spade New York,no,,GB825466942103,N,https://www.google.com/search?q=825466942103+Kate+Spade+Bridal+Notebook%2C+I+Married+Adventure%2C+Black+%28177341%29&tbm=shop,https://www.amazon.com/dp/B01N39WS71?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Black Ink Pen Set of 5, Cute Plastic Click Pens, Dots and Stripes",25714.0,21368.0,19.95,280.0,19.95,$19.95 ,,-,0.0,B098QZQYQS,0825466128156,825466128156,B098R2QP27,Kate Spade New York,yes,,GB825466128156,Y,https://www.google.com/search?q=825466128156+Kate+Spade+New+York+Black+Ink+Pen+Set+of+5%2C+Cute+Plastic+Click+Pens%2C+Dots+and+Stripes&tbm=shop,https://www.amazon.com/dp/B098QZQYQS?psc=1,"https://www.google.com/shopping/product/3100209486266170787/offers?q=825466128156&prds=cid:3100209486266170787,cond:1",Perigold,30.0,51.0,56.7,,N
"Kate Spade New York Bridal Journal Notebook, 8.25"" x 5.25"" Hardcover Journal with 200 Lined Pages, Growing Tulips",21485.0,23169.0,17.95,102.0,17.95,$17.95 ,,-,0.0,B0BNWFQ87L,0825466161368,825466161368,B01N6WYA6G,Kate Spade New York,yes,,GB825466161368,Y,https://www.google.com/search?q=825466161368+Kate+Spade+New+York+Bridal+Journal+Notebook%2C+8.25%22+x+5.25%22+Hardcover+Journal+with+200+Lined+Pages%2C+Growing+Tulips&tbm=shop,https://www.amazon.com/dp/B0BNWFQ87L?psc=1,"https://www.google.com/shopping/product/18044348488725015502/offers?q=825466161368&prds=cid:18044348488725015502,cond:1",Not Found,,,,,N
"Kate Spade New York Black and White Journal Notebook, 8.25"" x 5.25"" Hardcover Journal with 200 Lined Pages, Polka Dots",21009.0,22631.0,16.95,17.0,16.95,$16.95 ,$16.95 ,A21ID6BF5BA6GQ,2.0,B08LNWWQGG,0825466121003,825466121003,B01N6WYA6G,Kate Spade New York,yes,,GB825466121003,Y,https://www.google.com/search?q=825466121003+Kate+Spade+New+York+Black+and+White+Journal+Notebook%2C+8.25%22+x+5.25%22+Hardcover+Journal+with+200+Lined+Pages%2C+Polka+Dots&tbm=shop,https://www.amazon.com/dp/B08LNWWQGG?psc=1,"https://www.google.com/shopping/product/12847373634563149801/offers?q=825466121003&prds=cid:12847373634563149801,cond:1",Barnes & Noble,26.95,45.81,50.94,,N
"Kate Spade New York Pink Journal Notebook, 8.25"" x 5.25"" Hardcover Journal with 200 Lined Pages, Lemon Toss",22049.0,23103.0,17.95,23.0,17.95,$17.95 ,,-,0.0,B0BNWDQ5NR,0825466161559,825466161559,B01N6WYA6G,Kate Spade New York,yes,,GB825466161559,N,https://www.google.com/search?q=825466161559+Kate+Spade+New+York+Pink+Journal+Notebook%2C+8.25%22+x+5.25%22+Hardcover+Journal+with+200+Lined+Pages%2C+Lemon+Toss&tbm=shop,https://www.amazon.com/dp/B0BNWDQ5NR?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York Women's Bound Bridal Journal, 8.25"" x 5.25"" with 200 Pages (Love Script)",21703.0,23170.0,25.86,3.0,25.0,$42.97 ,$24.98 ,A4ACPN6V4Z5AW,2.0,B07ML9ZVND,0825466973589,825466973589,B01N6WYA6G,Kate Spade New York,no,,GB825466973589,Y,https://www.google.com/search?q=825466973589+Kate+Spade+New+York+Women%27s+Bound+Bridal+Journal%2C+8.25%22+x+5.25%22+with+200+Pages+%28Love+Script%29&tbm=shop,https://www.amazon.com/dp/B07ML9ZVND?psc=1,"https://www.google.com/shopping/product/18044348488725015502/offers?q=825466973589&prds=cid:18044348488725015502,cond:1",Not Found,,,,,N
"Kate Spade New York Women's Bridal Journal, 8.25"" x 5.25"" with 200 Pages, Two Hearts",21011.0,22792.0,14.7,2.0,14.7,$72.35 ,,-,0.0,B078X5GF8Z,0825466956506,825466956506,B01N6WYA6G,Kate Spade New York,yes,,GB825466956506,N,https://www.google.com/search?q=825466956506+Kate+Spade+New+York+Women%27s+Bridal+Journal%2C+8.25%22+x+5.25%22+with+200+Pages%2C+Two+Hearts&tbm=shop,https://www.amazon.com/dp/B078X5GF8Z?psc=1,Not Found,Not Found,,,,,N
"Kate Spade New York ID Badge Holder with Lanyard, Vegan Leather Slim Card Wallet, Name Tag Case for Work, School, or Travel, Dragonfly Flight",23777.0,26104.0,24.95,84.0,24.95,$49.98 ,,-,0.0,B0BNW576YK,0825466161504,825466161504,B08XFYSBYT,Kate Spade New York,yes,,GB825466161504,N,https://www.google.com/search?q=825466161504+Kate+Spade+New+York+ID+Badge+Holder+with+Lanyard%2C+Vegan+Leather+Slim+Card+Wallet%2C+Name+Tag+Case+for+Work%2C+School%2C+or+Travel%2C+Dragonfly+Flight&tbm=shop,https://www.amazon.com/dp/B0BNW576YK?psc=1,Not Found,Not Found,,,,,N
